,text
2353,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
2354,We're done...
2355,Hi dude hw r u da realy mising u today
2356,Okie
2357,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
2358,"I want to show you the world, princess :) how about europe?"
2359,Yeah that'd pretty much be the best case scenario
2360,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
2361,You do your studies alone without anyones help. If you cant no need to study.
2362,Call him and say you not coming today ok and tell them not to fool me like this ok
2363,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
2364,Juz go google n search 4 qet...
2365,Hanging out with my brother and his family
2366,Yupz... I've oredi booked slots 4 my weekends liao... 
2367,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
2368,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
2369,My birthday is on feb  &lt;#&gt;  da. .
2370,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
2371,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
2372,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
2373,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
2374,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
2375,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
2376,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
2377,You busy or can I come by at some point and figure out what we're doing tomorrow
2378,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
2379,WHORE YOU ARE UNBELIEVABLE.
2380,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
2381,Shant disturb u anymore... Jia you...
2382,Guess he wants alone time. We could just show up and watch when they do..
2383,Detroit. The home of snow. Enjoy it.
2384,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
2385,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
2386,"Machan you go to gym tomorrow,  i wil come late goodnight."
2387,"I can't right this second, gotta hit people up first"
2388,Please dont say like that. Hi hi hi
2389,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
2390,"I call you later, don't have network. If urgnt, sms me."
2391,Sent me de webadres for geting salary slip
2392,Watching tv lor...
2393,"Sorry, I'll call later"
2394,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
2395,"Like  &lt;#&gt; , same question"
2396,Yes.mum lookin strong:)
2397,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
2398,Aight what time you want me to come up?
2399,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
2400,Call me when u're done...
2401,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
2402,Thanx a lot...
2403,Am okay. Will soon be over. All the best
2404,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
2405,Erm. I thought the contract ran out the4th of october.
2406,Yes just finished watching days of our lives. I love it.
2407,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
2408,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
2409,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
2410,Spoons it is then okay?
2411,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
2412,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
2413,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
2414,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
2415,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
2416,You didnt complete your gist oh.
2417,No just send to you. Bec you in temple na.
2418,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
2419,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
2420,Now only i reached home. . . I am very tired now. . I will come tomorro
2421,Hey anyway i have to :-)
2422,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800
2423,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
2424,This is all just creepy and crazy to me.
2425,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx"
2426,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
2427,Alex says he's not ok with you not being ok with it
2428,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
2429,"Yeah, we got one lined up for us"
2430,Full heat pa:-) i have applyed oil pa.
2431,U in town alone?
2432,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
2433,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
2434,MMM ... Fuck .... Merry Christmas to me
2435,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
2436,You have 1 new voicemail. Please call 08719181503
2437,"I've got ten bucks, jay is being noncomittal"
2438,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
2439,That one week leave i put know that time. Why.
2440,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
2441,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
2442,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
2443,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
2444,"Hi this is yijue, can i meet u at 11 tmr?"
2445,"Playin space poker, u?"
2446,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
2447,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
2448,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
2449,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
2450,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
2451,O we cant see if we can join denis and mina? Or does denis want alone time
2452,There the size of elephant tablets & u shove um up ur ass!!
2453,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
2454,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
2455,Happy new year. Hope you are having a good semester
2456,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
2457,But i haf enuff space got like 4 mb...
2458,Then why you came to hostel.
2459,Hey tmr meet at bugis 930 ?
2460,Went fast asleep dear.take care.
2461,No let me do the math. Your not good at it.
2462,Y lei?
2463,DO U WANT 2 MEET UP 2MORRO
2464,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
2465,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
2466,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
2467,Glad to see your reply.
2468,Want to send me a virtual hug?... I need one
2469,To day class is there are no class.
2470,I've told him that i've returned it. That should i re order it.
2471,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
2472,"2 celebrate my båÕday, y else?"
2473,I'm going for bath will msg you next  &lt;#&gt;  min..
2474,Webpage s not available!
2475,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
2476,Fffff. Can you text kadeem or are you too far gone
2477,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
2478,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
2479,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
